"pontoId","lat","lon","pathBTS1","pathBTS2","pathBTS3","pathBTS4","pathBTS5","pathBTS6","taBTS1","taBTS2","taBTS3","taBTS4","taBTS5","taBTS6"
1369,-8.070271,-34.893581,100.99,117.056666666667,118.323333333333,107.923333333333,103.423333333333,107.39,0,1,3,1,1,1
1852,-8.06888,-34.900177,99.5566666666667,115.756666666667,123.456666666667,120.656666666667,120.89,103.123333333333,1,1,2,1,2,1
79,-8.077239,-34.899406,123.656666666667,116.156666666667,122.556666666667,134.923333333333,131.156666666667,141.756666666667,2,0,1,0,3,2
2445,-8.065791,-34.890293,133.623333333333,131.39,136.323333333333,130.69,113.923333333333,129.423333333333,0,2,4,2,0,0
2211,-8.067004,-34.893833,117.19,133.94,126.19,122.94,116.74,109.49,0,1,3,1,0,0
186,-8.076455,-34.896072,115.556666666667,98.7233333333333,131.49,115.356666666667,128.49,139.023333333333,1,0,2,0,2,2
2886,-8.061604,-34.902233,129.523333333333,111.756666666667,131.623333333333,129.79,123.523333333333,131.656666666667,2,3,3,3,2,1
309,-8.075954,-34.899857,125.223333333333,107.623333333333,125.956666666667,129.356666666667,138.656666666667,140.756666666667,2,1,1,1,2,2
2292,-8.066543,-34.895298,111.823333333333,115.756666666667,120.956666666667,122.056666666667,120.89,98.4566666666667,0,1,3,1,1,0
1699,-8.069304,-34.889534,129.39,129.823333333333,131.79,111.723333333333,99.6233333333333,130.89,0,1,3,1,0,1
1769,-8.069139,-34.897388,104.256666666667,106.056666666667,112.556666666667,99.0233333333333,127.39,100.823333333333,0,1,2,1,1,1
2003,-8.068534,-34.891216,119.123333333333,129.623333333333,126.89,119.823333333333,107.956666666667,115.656666666667,0,1,3,1,0,1
245,-8.076294,-34.895363,113.39,101.423333333333,131.956666666667,113.09,131.79,135.723333333333,1,0,2,0,2,2
572,-8.074319,-34.900368,114.79,112.323333333333,113.423333333333,120.623333333333,139.423333333333,134.056666666667,1,1,1,1,2,2
753,-8.073183,-34.896324,92.7233333333333,114.49,96.29,103.79,122.59,128.823333333333,1,0,2,0,2,1
2918,-8.060726,-34.905205,134.99,121.64,126.09,131.19,129.04,129.39,2,3,3,3,3,2
2149,-8.067491,-34.896732,114.14,108.09,110.44,90.79,122.49,106.19,0,1,2,1,1,0
800,-8.072936,-34.895771,99.4233333333333,120.456666666667,116.556666666667,114.723333333333,118.756666666667,121.356666666667,1,0,2,0,1,1
2735,-8.063598,-34.88625,122.59,143.39,140.456666666667,135.856666666667,142.923333333333,148.056666666667,1,3,5,3,0,1
860,-8.072696,-34.89436,87.7233333333333,107.656666666667,111.39,87.8566666666667,105.656666666667,126.423333333333,0,0,2,0,1,1
1607,-8.069555,-34.898464,99.39,116.14,116.39,114.99,115.79,105.39,1,1,2,1,1,1
1936,-8.068663,-34.896389,111.79,114.84,116.74,113.24,118.44,118.44,0,1,2,1,1,0
1489,-8.069864,-34.894459,111.14,126.99,122.49,119.34,113.24,118.34,0,1,3,1,1,1
32,-8.077463,-34.899136,120.69,83.79,122.115,124.89,130.94,138.315,2,0,1,0,3,2
1666,-8.069393,-34.895782,105.956666666667,113.423333333333,119.99,98.79,117.29,119.323333333333,0,1,2,1,1,1
246,-8.076291,-34.896027,NA,110.79,128.556666666667,126.556666666667,126.423333333333,132.356666666667,1,0,2,0,2,2
